label,x,y
wc1,10.2958555,5.248087
wc1,-20.00309,4.829497
wc1,3.9741914,15.660815
wc1,-3.9973762,-10.155268
wc1,-18.32354,-2.577988
wc1,9.701041,-0.055650212
wc1,-2.0592473,17.872679
wc1,-5.6010895,17.969616
wc1,-16.438192,-5.354506
wc1,-10.714298,16.725525
wc1,9.956659,0.04809199
wc1,-6.3780575,-10.330645
wc1,8.3602705,-3.4891708
wc1,10.507437,2.0661426
wc1,-18.5288,-2.969826
wc1,-20.0869,6.917348
wc1,-20.359169,6.119409
wc1,6.9325213,-5.620505
wc1,8.995238,-2.8431554
wc1,10.726639,6.6940827
wc1,-17.234255,-5.0604653
wc1,0.11560168,17.985023
wc1,10.198761,9.003155
wc1,7.7988935,13.210347
wc1,-20.765171,3.9996753
wc1,10.253935,-0.33352986
wc1,10.982128,3.0364478
wc1,9.091698,-3.109472
wc1,9.250104,11.439533
wc1,-7.019768,-10.743337
wc1,10.015685,-1.2499869
wc1,8.529136,12.5507
wc1,11.153647,3.6045349
wc1,9.205059,11.669353
wc1,-2.128769,18.750885
wc1,-1.7831019,18.710842
wc1,9.03883,12.152686
wc1,-18.524763,-4.1212544
wc1,-10.546631,-10.095945
wc1,-19.976807,-1.7647909
wc1,-2.1682172,19.036983
wc1,-15.49564,-7.8920617
wc1,10.188257,-2.4501662
wc1,11.722842,2.8915188
wc1,-4.1090126,19.424498
wc1,-20.693562,-1.2251701
wc1,6.0657125,-7.752691
wc1,0.066299744,-10.96266
wc1,11.921702,4.390596
wc1,-4.144788,-11.718514
wc1,9.017355,-4.739321
wc1,-21.708862,5.83544
wc1,-21.82341,2.8195648
wc1,11.744742,7.463797
wc1,-5.205674,19.643524
wc1,4.7203016,-9.125718
wc1,-21.95785,2.4536495
wc1,-0.78471637,-11.499954
wc1,-1.9493372,-11.761594
wc1,12.254897,5.5551105
wc1,-16.389767,15.431011
wc1,7.77817,15.236512
wc1,10.910788,10.975152
wc1,6.0556912,16.707788
wc1,-22.037333,1.3378905
wc1,-20.17923,11.237333
wc1,-10.315826,18.970783
wc1,-20.123213,11.356324
wc1,9.35734,13.643382
wc1,2.876584,-10.495313
wc1,12.334405,6.448347
wc1,-0.7640044,19.829407
wc1,-11.727595,-10.914867
wc1,-22.377611,5.3774514
wc1,3.3089764,-10.453615
wc1,-21.704273,8.549838
wc1,-19.560093,12.58191
wc1,-16.57805,-8.205338
wc1,7.305074,-7.7112103
wc1,-5.879946,-12.402295
wc1,10.935344,-2.931883
wc1,-4.5478573,-12.48311
wc1,-7.0178876,20.180468
wc1,2.9166627,-11.034508
wc1,-13.323885,-10.674905
wc1,-14.516467,17.673645
wc1,-13.772782,-10.51785
wc1,-22.515306,7.67593
wc1,-21.383123,10.734047
wc2,-7.6792183,0.43893826
wc2,-8.147066,0.8873864
wc2,-7.8903365,1.6591598
wc2,-6.212718,-0.10794563
wc2,-8.557967,-0.53614706
wc2,-5.6785436,0.8600392
wc2,-8.782469,-0.9789298
wc2,-5.9995184,-0.74658287
wc2,-9.587218,-0.71033174
wc2,-4.9414444,0.3844193
wc2,-5.0863256,1.275633
wc2,-9.425921,2.166948
wc2,-9.810624,-1.0957688
wc2,-10.551361,0.6210996
wc2,-4.4611087,0.49692
wc2,-8.080592,3.5636714
wc2,-4.7118125,-1.3216574
wc2,-4.259044,-0.55631894
wc2,-6.5164623,-2.586403
wc2,-9.845091,3.2508342
wc2,-9.477729,-2.5384455
wc2,-3.950186,-0.9415227
wc2,-4.721815,-2.3597503
wc2,-3.4429412,1.5754163
wc2,-4.513255,3.314574
wc2,-3.4858422,-0.70652926
wc2,-9.75339,-3.0620534
wc2,-11.109678,-2.0242045
wc2,-9.4304695,-3.301559
wc2,-8.647819,-3.6293526
wc2,-6.5391808,-3.6447527
wc2,-10.442142,-2.8942325
wc2,-12.298382,0.6527252
wc2,-11.971328,2.3656292
wc2,-11.529306,3.1326919
wc2,-3.226071,-1.6002538
wc2,-9.675089,-3.6699815
wc2,-9.982792,-3.6079004
wc2,-5.7641697,5.025477
wc2,-11.537329,3.6400104
wc2,-9.25954,-4.1534176
wc2,-8.580458,5.447106
wc2,-8.707513,5.441861
wc2,-8.071035,-4.5445447
wc2,-12.569386,-1.63986
wc2,-2.7556367,-2.0496345
wc2,-11.341134,-3.2454305
wc2,-9.6588745,-4.2647905
wc2,-11.230286,-3.4873059
wc2,-7.3586483,-4.8945045
wc2,-7.3273087,-4.8949094
wc2,-1.8695465,2.6137302
wc2,-3.1051366,4.607243
wc2,-13.6325,-0.7583001
wc2,-13.802855,-0.23794146
wc2,-13.153273,3.2840593
wc2,-1.2013355,1.159458
wc2,-14.062041,1.3169167
wc2,-13.4801,-1.9008503
wc2,-1.6821815,3.614229
wc2,-2.3069057,-3.0479572
wc2,-3.3192117,5.4805055
wc2,-2.296405,-3.151486
wc2,-9.751984,6.544935
wc2,-8.406797,-5.645547
wc2,-9.619063,-5.3978086
wc2,-6.003821,-5.54135
wc2,-0.6638292,1.2639239
wc2,-6.884494,-5.768454
wc2,-6.4008703,-5.782681
wc2,-5.0857983,6.912437
wc2,-9.618866,-5.7185
wc2,-4.3769712,-5.3257046
wc2,-14.150357,3.5518072
wc2,-7.397629,-6.0673018
wc2,-14.834031,-0.29473394
wc2,-9.107213,7.271064
wc2,-0.48437253,2.5491838
wc2,-2.9112988,-4.5443573
wc2,-14.935172,-0.093033046
wc2,-3.6390972,6.635111
wc2,-1.1271139,-2.7216697
wc2,-2.600904,-4.4583387
wc2,-11.704386,6.479599
wc2,-15.073374,-0.53889364
wc2,-4.484275,-5.858285
wc2,-13.721261,-3.6780028
wc2,-15.515238,0.09131979
wc2,-6.508729,-6.6096196
wc2,-1.6668867,-4.263085
wc2,-1.6408669,-4.2411127
wc2,-14.357421,-3.221594
wc2,-1.6545831,-4.313194
wc2,-6.9449434,-6.7564297
wc2,0.09197282,-1.5123858
wc2,-4.9882593,-6.416908
wc2,0.5196047,-0.30685672
wc2,-0.6646858,5.366823
wc2,-15.812854,3.0883055
wc2,0.8624607,2.4225805
wc2,0.5420897,3.5991564
wc2,-11.784773,7.652924
wc2,-3.4421992,-6.2150664
wc2,1.1527233,1.4571761
wc2,-4.033689,-6.656109
wc2,-3.7609303,-6.567026
wc2,-0.5651929,-4.0978303
wc2,-7.617484,-7.588627
wc2,-10.699904,8.655701
wc2,-1.3314102,-5.2723923
wc2,-14.692631,6.028191
wc2,-6.2381287,9.29247
wc2,-8.541798,-7.7159486
wc2,0.65591913,5.1810827
wc2,-12.987326,-6.210932
wc2,0.03824751,6.2367573
wc2,-9.578952,-7.7348456
wc2,-16.524164,3.7829585
wc2,0.08500934,6.197068
wc2,1.9323423,0.17809823
wc2,-16.63846,-2.1931374
wc2,-1.642984,8.103846
wc2,-0.70359814,-5.418161
wc2,-1.0629085,-5.895153
wc2,-7.543263,10.043071
wc2,-15.990084,5.9119887
wc2,-16.818098,4.5988984
wc2,-15.489878,-5.0005236
wc2,1.1081868,-3.95266
wc2,-8.902342,10.299208
wc2,-12.850168,8.944238
wc2,-11.913081,-7.7174463
wc2,2.6864526,1.4838443
wc2,-18.051048,0.20197515
wc2,-14.997736,-5.962108
wc2,0.47370285,-5.222835
wc2,1.6501813,-3.571408
wc2,-14.984304,-5.9996185
wc2,-18.21056,0.102440074
wc2,-4.242773,-8.41748
wc2,-18.287748,0.7988988
wc2,2.6931384,-1.1386212
wc2,-9.803025,-8.752364
wc2,1.8415477,-3.479941
wc2,2.6585684,-1.5563552
wc2,1.4082911,-4.275911
wc2,-0.8638092,-6.7819324
wc2,-17.86033,-2.461901
wc2,3.3357768,1.0374492
wc2,3.2331455,-0.22931369
wc2,-11.888805,-8.438391
wc2,3.37304,-0.07567008
wc2,-2.7022228,10.377301
wc2,3.36709,2.7859695
wc2,-18.817932,1.2371032
wc2,-10.583813,10.874896
wc2,-8.404179,11.49466
wc2,-0.9489283,-7.55872
wc2,-6.346232,-9.659989
wc2,-18.919563,-1.3532808
wc2,-18.464912,4.953039
wc2,3.9012685,-0.4105913
wc2,-10.282922,-9.636171
wc2,-13.9346,10.169357
wc2,-1.2556447,10.595224
wc2,-10.20235,-9.81923
wc2,4.264653,0.8610209
wc2,-19.316826,-1.5594923
wc2,-19.547071,2.6875334
wc2,-18.985064,4.7915483
wc2,-3.8926644,11.816692
wc2,-19.6005,2.9140491
wc2,4.5255866,2.031706
wc2,-4.8299675,-10.079356
wc2,-0.5369731,-8.184842
wc2,-5.5280137,-10.287863
wc2,-17.00229,-6.259733
wc2,1.6583794,8.984293
wc2,4.380943,4.1255302
wc2,4.570188,3.3220541
wc2,-20.123348,1.5725554
wc2,-19.715422,-1.8315654
wc2,-16.344559,-7.1636763
wc2,2.9282067,-4.9397683
wc2,3.9976993,5.7036357
wc2,-2.838944,-9.736872
wc2,-20.164051,2.7828717
wc2,-16.433956,-7.279817
wc2,-12.418491,11.779555
wc2,3.4832573,-4.349169
wc2,-17.446863,-6.394176
wc2,-20.42095,2.018663
wc2,4.5254045,4.9886312
wc2,-1.2005595,11.731797
wc2,-13.711949,-9.498704
wc2,-9.058967,12.99121
wc2,-5.119717,-10.862734
wc2,-19.51508,5.9415526
wc2,-20.565691,2.9733415
wc2,-19.022406,-4.7230015
wc2,-19.678883,-3.7373352
wc2,0.5264512,11.109249
wc2,-20.396708,-2.3388584
wc2,4.703016,-2.9889388
wc2,-14.257544,11.6167755
wc2,-18.34316,-6.1539946
wc2,-17.590126,-7.0351806
wc2,-2.6844149,12.875089
wc2,-7.5975704,-11.436003
wc2,-0.076981194,11.831956
wc2,2.8797696,-6.531781
wc2,-20.002659,6.27129
wc2,-15.056122,-9.446964
wc2,-14.1178875,-10.11576
wc2,1.0287926,-8.645467
wc2,-20.027306,6.7194443
wc2,-13.117278,12.775384
wc2,3.5515633,-6.1675973
wc2,-1.3499418,12.928817
wc2,-21.113098,-1.9615079
wc2,-21.523384,2.1608493
wc2,2.0273378,10.858192
wc2,6.2295704,1.9637351
wc2,5.9712906,4.192006
wc2,-16.004831,11.458146
wc2,6.2458572,-0.4327859
wc2,-1.0193237,-10.460772
wc2,-3.4146347,-11.5533495
wc2,2.4657083,10.942932
wc2,5.065311,7.660454
wc2,5.0106883,-4.63687
wc2,-15.559362,12.043225
wc2,5.9056573,-2.5793216
wc2,-13.557923,-11.01126
wc2,-21.888092,3.4757383
wc2,4.8466554,-5.1545444
wc2,6.6830506,2.471313
wc2,-12.099921,13.877119
wc2,-21.40756,-3.1663911
wc2,6.757185,0.063618146
wc2,-21.015373,6.560601
wc2,-22.356693,0.48184788
wc2,0.24044865,13.13746
wc2,-21.57874,-3.181176
wc2,-6.759396,14.997483
wc2,-6.4578314,-12.724958
wc2,-16.988342,-9.510886
wc2,2.9355183,-8.34113
wc2,-9.468903,-12.698924
wc2,-22.525877,0.03437276
wc2,-14.296246,-11.265501
wc2,-6.7434497,15.176402
wc2,6.582582,5.877055
wc2,-18.97596,10.130654
wc2,-14.803356,13.31089
wc2,-9.502171,-12.8537245
wc2,-22.656075,-0.2920715
wc2,-19.754133,-7.00791
wc2,-17.430885,-9.4036
wc2,-4.733843,-12.860982
wc2,-8.984624,15.350834
wc2,-4.790884,-12.889648
wc2,-22.910366,2.35946
wc2,-23.111061,0.33594787
wc2,6.5547476,7.52992
wc2,-20.85021,-6.3261156
wc2,-22.343132,6.051925
wc2,-6.584692,-13.478461
wc2,-20.15195,9.7732935
wc2,-23.160074,3.4766545
wc2,7.72609,4.212386
wc2,-12.406162,-12.799974
wc2,4.5704255,-7.6605253
wc2,7.705397,-1.0272914
wc2,-21.690191,7.804636
wc2,6.5424094,-4.8002243
wc2,-15.056515,-11.872219
wc2,-12.583414,-12.934147
wc2,-22.466076,-4.0632854
wc2,-23.519743,-0.38166776
wc2,7.2945957,-3.2447214
wc2,-4.2824016,-13.45792
wc2,8.211246,0.36774972
wc2,8.273651,0.7554912
wc2,8.372168,1.7242019
wc2,-3.7774546,-13.565377
