label,dim1,dim2
wc0,-22.474451,-47.486694
wc0,-20.176441,-28.438242
wc0,-5.58959,-13.700253
wc0,-2.950831,-11.94073
wc0,4.240458,-10.306871
wc0,-25.695889,-15.474969
wc0,-4.557217,-8.886288
wc0,-24.795597,-40.088924
wc0,-0.48714882,-12.67314
wc0,-9.505941,-35.384094
wc0,-19.902115,-21.708303
wc0,-4.348717,-9.411268
wc0,-23.928942,-31.849749
wc0,13.194609,-19.028593
wc0,12.5758095,-15.27388
wc0,-7.9363856,-16.256191
wc0,-11.054963,-38.708797
wc0,-21.248556,-20.315165
wc0,-26.512142,-1.9472469
wc0,-27.115978,-45.74838
wc0,-5.8310757,-37.461067
wc0,-4.9288077,-17.561846
wc0,-24.612114,-26.945698
wc0,-2.7568223,-30.958778
wc0,-18.291725,-25.41879
wc0,-34.643467,-2.7055442
wc0,-21.42043,-18.735209
wc0,-28.967615,-22.704922
wc0,-24.85734,-45.38509
wc0,-23.381159,-29.932758
wc0,-11.253571,-37.667667
wc0,-18.556751,-13.48461
wc0,9.560793,-18.03157
wc0,-23.451874,-9.776718
wc0,-1.5974194,-16.329985
wc0,-15.781364,-11.885794
wc0,9.020376,-25.585548
wc0,19.290695,-20.719784
wc0,13.948602,-16.002718
wc0,-20.241726,-26.691982
wc0,1.21896,-9.289147
wc0,-3.4311082,-39.100098
wc0,-16.141758,-31.177694
wc0,-24.098015,-11.150732
wc0,-24.535147,-50.10043
wc0,-17.16912,-15.284931
wc0,-16.93732,-1.8766595
wc0,-11.751901,-17.51744
wc0,-10.747671,-8.888995
wc0,-12.051981,-14.263354
wc0,-1.7063094,-3.7172933
wc0,2.1054177,-20.302025
wc0,-4.9358253,-16.831347
wc0,-14.379916,-42.80292
wc0,-11.659815,-27.965805
wc0,-21.602493,-40.239468
wc0,2.3949463,5.392266
wc0,2.4232442,-32.29548
wc0,-6.2388864,-11.830267
wc0,5.5507097,-33.92712
wc0,-9.944686,-26.211828
wc0,-22.049757,-14.065534
wc0,-2.201437,1.410964
wc0,4.1923423,-20.108145
wc0,-5.8277507,-32.7383
wc0,-8.160035,-44.005405
wc0,-8.756942,-33.59709
wc0,-9.787969,-1.0833523
wc0,-9.71881,-39.32403
wc0,3.4050407,-34.232155
wc0,-17.431435,-11.538256
wc0,-4.7721114,-19.884083
wc0,-5.1467695,-10.450199
wc0,-18.628132,-26.82896
wc0,-23.176687,-30.686682
wc0,-20.217072,-27.530014
wc0,-4.615021,-29.894678
wc0,-3.3736224,-16.801935
wc0,-7.8179326,-30.283197
wc0,-5.7028284,-35.963505
wc0,-25.422796,-49.285744
wc0,-9.460336,-1.7799578
wc0,-2.171124,-24.327969
wc0,-6.970086,-8.971442
wc0,10.5200815,-11.52273
wc0,-11.052252,-25.815258
wc0,-36.660908,-17.395882
wc0,-31.544128,-5.5817194
wc0,-5.0774555,-17.110472
wc0,-6.0655584,-13.57224
wc0,-22.78037,-34.73885
wc0,-5.572294,-30.937834
wc0,-24.533707,-38.780872
wc0,-6.698783,-48.28773
wc0,-11.821124,-14.221779
wc0,-15.896227,-3.8498485
wc0,-24.64723,-42.49371
wc0,-17.298693,-38.895473
wc0,-22.653387,-34.913773
wc0,-25.085316,-35.73497
wc0,-14.591654,-31.420471
wc0,-6.265831,-11.614181
wc0,-21.60875,-12.221957
wc0,-9.926769,-12.457062
wc0,-27.046852,-48.87624
wc0,-15.926283,-11.903713
wc0,-24.678328,-21.640493
wc0,8.919095,-40.206303
wc0,-20.575457,2.7618353
wc0,-23.659273,-45.641933
wc0,-15.938713,-31.318975
wc0,-23.541319,-36.28086
wc0,-13.790795,-31.08304
wc0,2.6590176,-21.341505
wc0,-27.315714,2.7380126
wc0,2.1851656,-30.475443
wc0,-25.346289,-2.236761
wc0,-12.800122,-37.58963
wc0,12.764561,-15.677207
wc0,-20.114168,-11.767365
wc0,-9.491471,-42.49358
wc0,-23.015215,-8.781005
wc0,-13.827559,-30.886438
wc0,-24.322678,-15.621146
wc0,-8.200877,-32.434624
wc0,-17.069998,-16.956268
wc0,-11.372122,0.22633702
wc0,10.119855,-8.179468
wc0,-11.849948,0.20611139
wc0,-13.699931,-8.377062
wc0,14.291648,-33.45848
wc0,-12.848265,-36.66251
wc0,-23.486742,-6.2620616
wc0,23.342037,-24.632444
wc0,-6.8428855,-4.02745
wc0,-17.436699,-48.964317
wc0,-10.56848,-42.17453
wc0,-19.772985,-6.857591
wc0,0.8543085,-3.9405606
wc0,-16.382942,-1.3636584
wc0,-15.283048,-13.2155695
wc0,-19.750536,-42.30598
wc0,-12.710528,-40.051193
wc0,13.022402,-13.566711
wc0,-16.439184,-18.426931
wc0,15.6673765,-17.214005
wc0,-10.322062,-21.659723
wc0,7.93072,-37.01789
wc0,4.225107,-20.047781
wc0,-16.394861,-24.665232
wc0,-10.204795,0.6589991
wc0,-18.086765,1.6996034
wc0,-9.474707,-4.010866
wc0,-28.712236,-8.6501
wc0,-24.400791,-50.124947
wc0,-15.461664,0.5029902
wc0,13.01578,-24.850088
wc0,-0.49127373,-0.73669
wc0,7.12527,-41.498096
wc0,-14.467231,-7.301166
wc0,1.7296451,-34.10441
wc0,-25.095272,-1.7025114
wc0,-8.859742,-31.722094
wc0,-10.86178,-36.26577
wc0,-29.753733,-15.32042
wc0,-5.1122475,-21.689686
wc0,-7.8313856,-3.1922317
wc0,-4.825884,-31.215961
wc0,-2.9413853,-36.33801
wc0,-22.377352,-5.5161314
wc0,-28.302202,-44.278465
wc0,12.700003,-22.655563
wc0,-28.038181,-41.284023
wc0,10.217966,-20.70935
wc0,-19.57927,-24.28878
wc0,-1.8652097,-47.650337
wc0,12.002091,-34.464252
wc0,-27.398632,-44.47532
wc0,-26.282557,-17.734592
wc0,-13.384292,-13.431454
wc0,-27.140759,-13.817108
wc0,-11.765312,-40.92858
wc0,-33.178135,-4.9752007
wc0,-11.204125,-2.4255962
wc0,-4.4886184,-25.89224
wc0,-4.2093225,-12.462082
wc0,-20.365166,-44.183056
wc0,-20.147728,-14.749219
wc0,-12.7663765,-19.928055
wc0,21.810396,-25.75152
wc0,23.99042,-16.699848
wc0,-34.785755,-14.8061075
wc0,-11.079346,4.965384
wc0,-15.074117,-34.56005
wc0,-2.3403745,-30.236145
wc0,12.050966,1.1960531
wc0,-18.196207,-10.94389
wc0,-16.20168,-28.695757
wc0,-10.677205,4.079804
wc0,-29.341722,-12.410569
wc0,9.021489,-18.472048
wc0,-8.966434,0.718618
wc0,-5.4158516,3.1760976
wc0,-21.3658,-49.851566
wc0,-15.153285,-16.879751
wc0,-18.64788,-17.484749
wc0,-17.541424,-30.185568
wc0,8.335855,-23.035252
wc0,-26.08199,-34.254524
wc0,11.348239,-30.062344
wc0,-11.081778,-41.02797
wc0,9.39944,-30.457314
wc0,-15.045888,-21.829348
wc0,-22.545076,1.7940227
wc0,-8.931028,-38.27565
wc0,-3.4490044,-9.951648
wc0,7.302075,-17.73913
wc0,4.6353173,-15.656551
wc0,-4.1294055,-23.251568
wc0,3.2762644,-35.75884
wc0,-15.370033,-32.279564
wc0,0.011199468,-7.478703
wc0,-21.493366,-15.229401
wc0,-4.5849485,0.5965054
wc0,-8.169429,-17.561644
wc0,-12.232557,-37.689342
wc0,-16.460457,-30.213657
wc0,-23.979744,-11.226968
wc0,-20.390009,-12.87164
wc0,-17.42758,-41.3442
wc0,-12.047436,-0.832325
wc0,-30.842567,-6.96048
wc0,-7.312982,-22.92509
wc0,13.896705,-8.774728
wc0,1.3498836,-37.21572
wc0,8.690972,-38.39013
wc0,10.26309,-42.287155
wc0,-14.22377,-14.046751
wc0,-11.677784,-41.26656
wc0,-5.9005866,-31.21936
wc0,-1.4118814,-11.442956
wc0,-1.3531399,-34.57675
wc0,-7.3455396,-46.472076
wc0,-23.98434,-0.7125012
wc0,0.16160479,-41.733574
wc0,-10.486221,-14.523935
wc0,-12.955699,-39.46252
wc0,-15.217741,-29.561068
wc0,9.200622,-23.432186
wc0,-30.779757,-24.14188
wc0,13.273416,-25.204605
wc0,-0.88850266,1.4486562
wc0,0.77968276,-32.239243
wc0,-14.552131,-45.589104
wc0,15.566237,-35.597275
wc0,-28.226995,-7.0747104
wc0,0.28991383,-20.075346
wc0,-1.1217743,-7.23984
wc0,-5.512989,-32.591877
wc0,-23.975422,-8.992936
wc0,4.101882,-31.465544
wc0,-29.498264,-12.023668
wc0,-0.6545549,-6.4555564
wc0,5.7476993,-36.920708
wc0,6.7768464,-8.303026
wc0,-0.13438158,-23.038628
wc0,17.202705,-14.544146
wc0,18.319674,-18.341543
wc0,6.1689854,-38.409603
wc0,25.140764,3.1902578
wc0,-9.298959,-25.589577
wc0,-11.409866,-31.67678
wc0,-3.5284498,-10.06912
wc0,-16.472324,-14.81255
wc0,-17.71263,-7.025297
wc0,7.5451136,-18.261179
wc0,-11.82566,-2.4480357
wc0,-13.0008135,-23.10332
wc0,18.158049,-15.248142
wc0,-1.3321307,-0.82874846
wc0,-25.242746,-38.898346
wc0,-2.445294,-44.538048
wc0,-20.372478,-3.4180708
wc0,12.743609,-22.716965
wc0,6.3810043,-21.350397
wc0,-18.99186,-10.422211
wc0,-3.29846,-32.171677
wc0,-13.977267,-44.178032
wc0,3.3042445,-30.913265
wc0,-7.2544885,-22.60823
wc0,-29.625664,-20.123672
wc0,-15.271401,-9.687777
wc0,-22.761019,-19.807587
wc0,-3.1867132,-1.9300377
wc0,2.070693,-13.82712
wc0,-12.859199,-35.657566
wc0,-21.329142,-49.747932
wc0,-21.792152,-35.570698
wc0,-7.4299893,-14.269652
wc0,0.5544196,-15.953135
wc0,-17.62158,-19.732628
wc0,-13.991628,-11.355523
wc0,-18.64176,-35.141136
wc0,23.118721,-26.535704
wc0,-12.916936,-11.395985
wc0,-27.01471,-3.4922981
wc0,-8.483544,-14.124151
wc0,-23.657816,-23.334244
wc0,-28.266485,-38.336926
wc0,-24.866154,-10.608633
wc0,10.928742,-10.036124
wc0,-26.012945,-5.00999
wc0,2.3747623,-13.745945
wc0,10.369851,-37.371098
wc0,-4.856286,-38.203033
wc0,-7.440072,-10.793729
wc0,5.273314,-11.668395
wc0,6.363679,-14.520554
wc0,-20.71522,-5.2557592
wc0,6.915471,-17.337004
wc0,-13.638591,-27.838634
wc0,-17.698362,-5.6704464
wc0,-15.133776,-23.833805
wc0,-25.15611,-27.928957
wc0,4.71867,-32.67098
wc0,9.723756,-14.409626
wc0,-20.348352,-10.74349
wc0,20.659609,-27.251547
wc0,11.619361,-26.961521
wc0,6.9383187,-24.19747
wc0,-5.4486003,-34.41509
wc0,-6.3969417,-47.61941
wc0,-11.908054,-33.457245
wc0,-4.60677,-11.532163
wc0,-5.66143,-7.907657
wc0,-0.90702754,-21.055634
wc0,-11.105506,-40.15895
wc0,-18.05249,-23.830645
wc0,-12.471027,-34.191967
wc0,-32.1056,-6.662546
wc0,-4.1939015,-15.341943
wc0,-22.60452,-41.735016
wc0,-33.688232,-23.444008
wc0,-6.666985,-48.955826
wc0,-28.466845,-0.68556994
wc0,-12.585066,-38.93317
wc0,-12.766102,-34.578064
wc0,-2.3076746,-37.35213
wc0,-7.5862355,-15.844488
wc0,17.970978,-27.825788
wc0,-13.444668,-6.9066377
wc0,0.22959572,-7.510082
wc0,-15.4176,-8.535905
wc0,-27.870564,-35.15219
wc0,-11.598236,-47.294605
wc0,3.6604242,-12.631964
wc0,-13.770424,-16.0984
wc0,-7.920388,-40.49089
wc0,-16.552237,-9.18466
wc0,-6.124763,-22.054546
wc0,-27.191023,-40.36594
wc0,-15.17035,2.5883994
wc0,-4.655093,-35.174847
wc0,11.752464,-24.640089
wc0,-0.642021,-35.793564
wc0,-4.3315063,-31.539024
wc0,20.859911,-22.8286
wc0,9.70472,-16.262886
wc0,7.339054,-34.582623
wc0,-9.758759,-27.304354
wc0,-20.617586,-37.417946
wc0,-13.022246,-21.340952
wc0,-11.79633,-44.286102
wc0,8.182383,-28.356195
wc0,-7.305533,-36.40038
wc0,-26.010403,-31.572338
wc0,0.39346206,-30.633575
wc0,-26.446722,-40.4172
wc0,-23.101404,-41.715298
wc0,-13.610851,-8.581184
wc0,-19.35768,-12.584653
wc0,-27.27885,-23.351318
wc0,-18.93284,-46.48227
wc0,14.708686,-20.679523
wc0,4.0557656,-5.810427
wc0,-30.505806,-31.330643
wc0,-20.122454,-34.14794
wc0,-22.897898,-14.191303
wc0,-24.901854,1.8391069
wc0,-29.69058,-4.7403746
wc0,4.0850306,-12.582343
wc0,-21.972832,-44.363934
wc0,-21.068989,-27.461334
wc0,-3.2227368,-28.31348
wc0,-0.7833944,-22.915503
wc0,-6.158785,-13.617714
wc0,-23.749342,-20.718182
wc0,-19.19316,-12.968933
wc0,-19.003687,-14.220297
wc0,-31.722706,-18.212482
wc0,5.56929,-12.911773
wc0,-9.524952,0.6441344
wc0,-17.415745,-20.979769
wc0,-25.15126,-38.818085
wc0,-7.334511,-18.056551
wc0,9.683599,-24.69272
wc0,13.073119,-15.690036
wc0,8.6397295,-13.537132
wc0,11.316748,-19.710104
wc0,-22.869646,-23.229025
wc0,9.5527935,-37.512688
wc0,-10.515844,-8.909929
wc0,-13.968509,-37.77057
wc0,0.23965766,-2.1160233
wc0,14.707585,-25.53195
wc0,-1.2186987,-29.980097
wc0,-16.366003,-7.887153
wc0,6.288069,-42.23028
wc0,-33.320816,-23.523365
wc0,-26.549911,-8.050999
wc0,10.7646885,-37.212673
wc0,-3.7340324,-31.130003
wc0,-2.2754655,-47.944717
wc0,6.101685,-23.64629
wc0,-16.90498,1.4240648
wc0,-9.539229,-40.47699
wc0,-19.70075,-25.133026
wc0,1.4773358,-36.722042
wc0,-7.357708,-46.833416
wc0,-10.483318,-42.294594
wc0,-10.094251,-11.205287
wc0,3.889209,-25.384836
wc0,-14.727878,-7.574155
wc0,-29.896315,-43.30834
wc0,-26.565458,-39.469772
wc0,-19.159262,-32.934677
wc0,0.6534604,-26.99021
wc0,-0.96972746,-7.1651974
wc0,-3.60901,-1.0241662
wc0,-30.555044,-30.338562
wc0,-13.916702,-7.3085794
wc0,-5.0804687,-3.4346907
wc0,-13.668207,-31.197922
wc0,-20.198456,-13.733831
wc0,-15.856502,0.04589344
wc0,-1.8962518,-6.2060184
wc0,-30.5325,-9.324328
wc0,6.1965756,-41.60963
wc0,-20.177122,-38.213943
